Brand,Model,Fuel_Type,Mileage
Renault,Triber,CNG,15.2
Mahindra,XUV700,CNG,22.3
Renault,Lodgy,Electric,25.1
Renault,Triber,CNG,18.1
Maruti Suzuki,Dzire,Petrol,16.7
Hyundai,i10,CNG,21.6
Skoda,Superb,Electric,12.9
Kia,Seltos,CNG,13.5
Tata Motors,Harrier,Petrol,27.5
Maruti Suzuki,Dzire,Petrol,12.7
Hyundai,Creta,Diesel,10.4
Mahindra,XUV300,Electric,15.0
Renault,Lodgy,Diesel,28.1
Kia,Carens,Electric,15.4
Volkswagen,Virtus,Electric,28.9
Mahindra,XUV300,Petrol,22.2
Honda,Amaze,Electric,17.5
Toyota,Camry,CNG,15.5
Honda,City,CNG,20.5
Honda,City,Electric,24.6
Volkswagen,Vento,CNG,29.6
Renault,Duster,Electric,28.5
Maruti Suzuki,Dzire,Petrol,23.0
Hyundai,Venue,Diesel,20.7
Mahindra,Bolero,Electric,17.3
Volkswagen,Virtus,CNG,22.5
Hyundai,Verna,Petrol,19.2
Mahindra,Scorpio,Petrol,12.8
Honda,Civic,Diesel,21.7
Tata Motors,Tiago,Petrol,14.7
Skoda,Kushaq,Petrol,14.3
Maruti Suzuki,Baleno,Petrol,21.3
Renault,Triber,Petrol,16.3
Kia,Seltos,Electric,23.4
Kia,Carnival,CNG,23.7
Renault,Lodgy,CNG,13.0
Tata Motors,Altroz,CNG,12.8
Kia,Sonet,CNG,26.5
Skoda,Superb,Diesel,16.9
Kia,Sonet,CNG,23.1
Hyundai,Venue,CNG,13.2
Hyundai,i20,Petrol,28.0
Renault,Kwid,CNG,13.7
Kia,Seltos,Electric,19.3
Kia,Carens,Petrol,11.4
Maruti Suzuki,Dzire,Petrol,20.1
Tata Motors,Altroz,Petrol,29.6
Volkswagen,Polo,CNG,11.8
Skoda,Kushaq,Diesel,26.3
Maruti Suzuki,Dzire,CNG,13.8
Tata Motors,Harrier,CNG,24.4
Kia,Carnival,Diesel,24.2
Hyundai,i20,Diesel,21.2
Mahindra,XUV300,Diesel,12.8
Hyundai,Venue,Electric,14.4
Volkswagen,Vento,Electric,12.5
Skoda,Superb,Diesel,27.7
Hyundai,i10,Diesel,17.2
Hyundai,i20,Diesel,15.2
Renault,Kiger,CNG,10.3
Honda,Civic,CNG,10.2
Skoda,Octavia,Petrol,10.2
Mahindra,XUV300,Electric,15.0
Kia,Carnival,Diesel,19.8
Maruti Suzuki,Swift,CNG,15.9
Honda,Jazz,Electric,22.2
Maruti Suzuki,Baleno,Petrol,12.9
Maruti Suzuki,Swift,Petrol,22.9
Kia,Carnival,CNG,15.6
Skoda,Kushaq,Electric,22.9
Hyundai,i10,Electric,24.4
Kia,Carnival,Electric,27.8
Toyota,Fortuner,Petrol,29.5
Maruti Suzuki,Baleno,Petrol,22.9
Toyota,Urban Cruiser,Electric,10.1
Hyundai,i10,Petrol,13.0
Volkswagen,Polo,Petrol,28.8
Maruti Suzuki,Swift,Electric,25.5
Maruti Suzuki,Dzire,Electric,28.1
Volkswagen,Vento,Petrol,14.8
Maruti Suzuki,Swift,Diesel,24.2
Toyota,Innova,Petrol,16.6
Hyundai,i10,CNG,23.4
Mahindra,Thar,Petrol,16.0
Mahindra,Bolero,Electric,14.2
Tata Motors,Nexon,Petrol,12.9
Maruti Suzuki,Baleno,Diesel,19.0
Kia,EV6,Petrol,22.5
Toyota,Fortuner,Diesel,13.6
Hyundai,Creta,CNG,17.0
Toyota,Fortuner,Petrol,17.6
Tata Motors,Nexon,Electric,10.5
Skoda,Slavia,Petrol,27.4
Honda,WR-V,Diesel,21.9
Skoda,Kushaq,Electric,27.6
Renault,Triber,Electric,18.0
Honda,Civic,Petrol,26.4
Renault,Kwid,Electric,24.8
Kia,Carnival,Petrol,29.2
Tata Motors,Harrier,Electric,18.3
Kia,Sonet,CNG,10.5
Skoda,Octavia,Diesel,13.9
Toyota,Urban Cruiser,Electric,28.7
Mahindra,XUV300,Diesel,16.8
Renault,Kiger,Petrol,12.0
Tata Motors,Nexon,Diesel,10.9
Kia,Sonet,CNG,27.9
Volkswagen,Vento,CNG,27.5
Hyundai,i20,Electric,18.3
Skoda,Kushaq,Petrol,22.9
Honda,Jazz,CNG,16.6
Skoda,Rapid,Electric,30.0
Volkswagen,Virtus,Diesel,29.9
Toyota,Camry,Diesel,24.5
Maruti Suzuki,Dzire,CNG,22.0
Toyota,Innova,CNG,13.2
Volkswagen,Vento,Electric,16.6
Kia,Seltos,Electric,19.1
Toyota,Urban Cruiser,CNG,14.1
Skoda,Kushaq,Diesel,10.9
Tata Motors,Tiago,Petrol,15.1
Honda,Amaze,CNG,28.3
Skoda,Slavia,Diesel,28.3
Skoda,Slavia,CNG,29.2
Skoda,Rapid,Electric,29.6
Kia,Carens,Petrol,24.8
Toyota,Innova,Diesel,21.1
Maruti Suzuki,Baleno,Diesel,18.6
Skoda,Rapid,Electric,18.9
Maruti Suzuki,Baleno,Electric,10.1
Skoda,Octavia,Petrol,24.3
Skoda,Slavia,Petrol,17.8
Toyota,Innova,Electric,14.2
Skoda,Rapid,Diesel,28.0
Volkswagen,Vento,CNG,27.1
Volkswagen,Polo,CNG,10.1
Renault,Triber,CNG,11.9
Tata Motors,Harrier,Petrol,21.7
Mahindra,XUV300,CNG,17.5
Hyundai,i10,Electric,25.5
Hyundai,Verna,Diesel,29.7
Renault,Duster,CNG,19.1
Mahindra,Thar,Electric,13.6
Skoda,Octavia,Petrol,11.4
Honda,Amaze,Petrol,14.6
Renault,Kwid,Electric,20.3
Skoda,Kushaq,Petrol,10.3
Kia,Sonet,CNG,11.0
Volkswagen,Tiguan,CNG,23.4
Hyundai,i10,CNG,29.2
Skoda,Kushaq,Petrol,11.7
Renault,Kwid,Electric,22.2
Skoda,Rapid,Petrol,16.7
Skoda,Slavia,CNG,26.2
Kia,Carnival,Electric,21.5
Kia,Carens,Petrol,21.0
Mahindra,XUV700,CNG,17.4
Skoda,Kushaq,Petrol,27.9
Hyundai,Creta,CNG,29.4
Hyundai,Venue,CNG,25.5
Toyota,Innova,Electric,15.5
Skoda,Superb,CNG,26.4
Skoda,Superb,Electric,17.9
Volkswagen,Virtus,Diesel,13.5
Renault,Kwid,Petrol,21.0
Maruti Suzuki,WagonR,Diesel,10.7
Tata Motors,Harrier,Petrol,28.0
Toyota,Urban Cruiser,Diesel,28.1
Renault,Triber,Petrol,17.1
Renault,Kwid,Petrol,19.4
Maruti Suzuki,Ertiga,Electric,13.0
Renault,Duster,Electric,21.7
Hyundai,Venue,Diesel,11.6
Renault,Kwid,Diesel,19.0
Maruti Suzuki,Baleno,Electric,28.6
Skoda,Kushaq,Petrol,10.1
Hyundai,i20,Petrol,14.7
Renault,Triber,Electric,11.0
Hyundai,i10,CNG,29.8
Renault,Kwid,Petrol,28.9
Volkswagen,Polo,Electric,23.7
Maruti Suzuki,Ertiga,CNG,23.9
Toyota,Fortuner,Electric,27.9
Hyundai,i20,Petrol,24.0
Honda,Jazz,Diesel,22.7
Mahindra,XUV700,Electric,25.5
Tata Motors,Punch,Diesel,27.5
Renault,Lodgy,Electric,17.3
Mahindra,Thar,CNG,27.6
Volkswagen,Taigun,CNG,13.3
Hyundai,i20,Diesel,28.9
Volkswagen,Virtus,Electric,17.4
Renault,Kwid,CNG,27.8
Volkswagen,Polo,Petrol,29.9
Honda,Jazz,Petrol,18.0
Maruti Suzuki,Ertiga,Diesel,27.3
Maruti Suzuki,Ertiga,CNG,15.5
Toyota,Camry,CNG,22.3
Kia,EV6,Diesel,22.4
Volkswagen,Vento,Diesel,12.6
Mahindra,XUV300,Petrol,22.1
Honda,Jazz,CNG,24.5
Toyota,Innova,CNG,28.3
Volkswagen,Virtus,CNG,26.3
Hyundai,i20,Petrol,17.4
Maruti Suzuki,Baleno,Petrol,14.8
Hyundai,Creta,CNG,14.4
Hyundai,Creta,Diesel,28.4
Kia,Carens,CNG,29.4
Maruti Suzuki,Swift,CNG,22.5
Skoda,Rapid,CNG,24.9
Honda,Amaze,Petrol,10.5
Honda,Amaze,CNG,14.9
Mahindra,Thar,CNG,22.3
Hyundai,Venue,Electric,17.2
Kia,Sonet,Petrol,14.7
Hyundai,Verna,Petrol,29.0
Honda,Amaze,Electric,18.9
Volkswagen,Polo,Petrol,16.2
Tata Motors,Harrier,Electric,17.0
Tata Motors,Nexon,Diesel,13.7
Skoda,Superb,Petrol,28.3
Hyundai,i10,Diesel,14.2
Volkswagen,Tiguan,Diesel,12.8
Mahindra,Thar,Diesel,15.5
Toyota,Camry,Petrol,19.8
Kia,Sonet,Petrol,27.4
Tata Motors,Nexon,Electric,29.9
Renault,Triber,CNG,26.1
Skoda,Kushaq,Petrol,25.6
Mahindra,Bolero,Electric,17.7
Toyota,Urban Cruiser,CNG,27.7
Maruti Suzuki,Swift,Diesel,19.7
Kia,Carnival,CNG,21.3
Toyota,Innova,Diesel,13.2
Kia,Carens,Electric,16.6
Mahindra,XUV700,Electric,13.5
Kia,Sonet,Electric,13.6
Volkswagen,Tiguan,Electric,11.6
Maruti Suzuki,Ertiga,Diesel,17.8
Mahindra,XUV300,Electric,18.6
Kia,Sonet,Electric,10.0
Maruti Suzuki,Ertiga,CNG,11.2
Skoda,Rapid,Diesel,15.8
Skoda,Kushaq,CNG,10.4
Maruti Suzuki,Swift,Electric,24.8
Hyundai,Verna,Petrol,17.4
Skoda,Rapid,Electric,11.5
Honda,City,Petrol,24.4
Toyota,Fortuner,CNG,10.4
Kia,Carens,Petrol,24.7
Renault,Lodgy,Electric,25.6
Kia,Carens,CNG,25.0
Toyota,Camry,Diesel,17.6
Volkswagen,Polo,Diesel,20.4
Toyota,Innova,CNG,22.5
Honda,Amaze,Diesel,14.5
Toyota,Fortuner,CNG,27.0
Toyota,Glanza,CNG,19.0
Hyundai,Creta,CNG,21.8
Mahindra,XUV300,CNG,17.1
Mahindra,Bolero,Electric,20.8
Hyundai,Venue,Electric,24.3
Honda,Civic,CNG,28.3
Toyota,Camry,Diesel,23.8
Hyundai,Creta,CNG,28.7
Mahindra,XUV300,Diesel,12.1
Volkswagen,Virtus,CNG,25.0
Maruti Suzuki,Dzire,Electric,10.6
Volkswagen,Virtus,Diesel,12.7
Hyundai,Venue,Petrol,27.1
Toyota,Camry,CNG,23.4
Mahindra,XUV300,Diesel,23.7
Tata Motors,Harrier,Diesel,16.2
Mahindra,Thar,CNG,18.0
Skoda,Superb,CNG,27.5
Volkswagen,Virtus,CNG,27.9
Mahindra,Bolero,CNG,13.9
Honda,Civic,Electric,17.5
Renault,Kiger,Diesel,25.6
Toyota,Innova,Petrol,12.2
Renault,Duster,CNG,22.3
Toyota,Urban Cruiser,Electric,25.8
Tata Motors,Harrier,CNG,16.3
Maruti Suzuki,Ertiga,Petrol,25.8
Kia,Sonet,CNG,22.3
Tata Motors,Punch,Electric,15.8
Hyundai,Creta,CNG,25.5
Toyota,Urban Cruiser,CNG,10.1
Kia,EV6,Diesel,17.9
Tata Motors,Harrier,CNG,22.4
Maruti Suzuki,Dzire,Electric,18.1
Tata Motors,Tiago,Electric,11.0
Kia,Sonet,Diesel,11.9
Volkswagen,Virtus,Petrol,14.9
Toyota,Fortuner,Electric,26.5
Toyota,Fortuner,Diesel,22.5
Maruti Suzuki,Swift,CNG,14.5
Mahindra,Thar,Electric,17.1
Renault,Kiger,Diesel,12.5
Maruti Suzuki,Ertiga,CNG,21.5
Toyota,Camry,Diesel,10.7
Renault,Kiger,Electric,20.6
Toyota,Innova,Petrol,19.3
Maruti Suzuki,Baleno,Diesel,23.8
Tata Motors,Altroz,Petrol,28.3
Maruti Suzuki,Baleno,Diesel,19.0
Tata Motors,Harrier,Petrol,17.9
Maruti Suzuki,Swift,Diesel,23.2
Kia,Carens,Electric,11.9
Kia,EV6,Electric,22.6
Kia,Carens,Electric,24.2
Volkswagen,Vento,Electric,15.6
Toyota,Urban Cruiser,Diesel,25.2
Mahindra,Scorpio,CNG,25.3
Maruti Suzuki,WagonR,Electric,19.5
Maruti Suzuki,Baleno,Electric,29.2
Tata Motors,Tiago,Petrol,20.8
Tata Motors,Punch,Electric,20.3
Maruti Suzuki,WagonR,Electric,22.3
Renault,Duster,Electric,28.7
Kia,Sonet,Petrol,29.8
Maruti Suzuki,Ertiga,CNG,12.4
Volkswagen,Taigun,Diesel,12.1
Mahindra,Bolero,Diesel,12.6
Renault,Kwid,Petrol,19.5
Renault,Kiger,CNG,22.8
Renault,Duster,Diesel,11.2
Honda,Civic,Diesel,27.7
Honda,Jazz,CNG,16.9
Tata Motors,Nexon,Diesel,19.5
Skoda,Octavia,Diesel,15.3
Volkswagen,Tiguan,CNG,13.5
Renault,Duster,Electric,28.7
Honda,WR-V,Electric,21.7
Tata Motors,Nexon,Petrol,18.5
Toyota,Camry,Petrol,21.6
Toyota,Fortuner,Petrol,20.2
Kia,Carens,Petrol,12.8
Skoda,Superb,Diesel,11.5
Tata Motors,Nexon,Petrol,24.6
Mahindra,Bolero,Diesel,28.2
Tata Motors,Altroz,CNG,16.8
Hyundai,Creta,Petrol,20.8
Maruti Suzuki,WagonR,Petrol,18.9
Tata Motors,Harrier,Electric,25.0
Maruti Suzuki,WagonR,CNG,20.2
Maruti Suzuki,Swift,Petrol,25.0
Renault,Duster,Petrol,17.9
Honda,City,Electric,15.4
Kia,Carnival,Petrol,18.9
Skoda,Rapid,Petrol,24.4
Toyota,Fortuner,CNG,19.6
Kia,Sonet,Diesel,13.6
Toyota,Urban Cruiser,Petrol,13.2
Mahindra,Bolero,CNG,16.6
Honda,Amaze,Petrol,22.7
Volkswagen,Polo,Electric,21.7
Hyundai,Verna,Petrol,19.6
Volkswagen,Vento,Electric,23.6
Honda,City,Petrol,12.5
Kia,Carnival,CNG,10.9
Hyundai,i20,Petrol,20.3
Skoda,Superb,Diesel,24.4
Kia,EV6,Diesel,23.9
Honda,Amaze,Electric,19.5
Tata Motors,Altroz,Electric,27.4
Hyundai,i10,Electric,25.4
Toyota,Fortuner,Petrol,22.6
Maruti Suzuki,Ertiga,Diesel,23.2
Maruti Suzuki,Dzire,Petrol,10.3
Kia,Carens,Electric,18.0
Kia,Seltos,Electric,26.8
Honda,WR-V,Electric,14.7
Tata Motors,Harrier,Diesel,16.6
Renault,Kiger,CNG,17.9
Mahindra,Bolero,CNG,11.4
Skoda,Rapid,Petrol,12.5
Skoda,Superb,CNG,28.2
Hyundai,Verna,Diesel,12.1
Hyundai,Venue,Diesel,23.6
Honda,Amaze,Petrol,15.6
Honda,WR-V,Diesel,15.8
Kia,Sonet,CNG,12.9
Volkswagen,Taigun,CNG,19.0
Mahindra,XUV300,Diesel,20.9
Honda,WR-V,Electric,18.1
Hyundai,i20,Petrol,19.7
Volkswagen,Tiguan,Diesel,21.1
Skoda,Superb,Electric,21.4
Honda,Civic,Diesel,26.9
Toyota,Urban Cruiser,Electric,26.6
Maruti Suzuki,Swift,CNG,25.2
Honda,Jazz,Petrol,28.6
Hyundai,Verna,CNG,12.3
Toyota,Innova,Electric,15.4
Renault,Triber,Petrol,25.0
Honda,City,CNG,16.5
Mahindra,Scorpio,Diesel,27.8
Toyota,Glanza,Petrol,20.6
Renault,Kiger,Electric,12.2
Volkswagen,Tiguan,CNG,18.0
Mahindra,Scorpio,CNG,18.0
Skoda,Kushaq,Electric,11.8
Maruti Suzuki,Ertiga,Diesel,20.2
Maruti Suzuki,Ertiga,Electric,18.1
Hyundai,Creta,Petrol,24.6
Renault,Kiger,Diesel,20.6
Mahindra,XUV700,Electric,23.4
Maruti Suzuki,WagonR,Petrol,28.4
Honda,Amaze,CNG,26.7
Kia,Sonet,Petrol,14.9
Tata Motors,Tiago,CNG,24.4
Maruti Suzuki,Baleno,CNG,16.4
Hyundai,Verna,Petrol,11.9
Skoda,Octavia,CNG,25.2
Toyota,Urban Cruiser,CNG,19.1
Renault,Duster,Petrol,26.2
Skoda,Octavia,Electric,16.3
Mahindra,Thar,Petrol,28.2
Maruti Suzuki,Ertiga,Electric,21.2
Hyundai,i10,Diesel,12.6
Hyundai,Venue,CNG,14.3
Hyundai,Venue,Diesel,20.3
Kia,Carens,CNG,22.2
Kia,Sonet,Diesel,15.9
Skoda,Superb,Petrol,19.0
Renault,Lodgy,Petrol,20.7
Kia,Seltos,Diesel,25.7
Toyota,Urban Cruiser,Petrol,26.0
Maruti Suzuki,Swift,CNG,19.9
Maruti Suzuki,Swift,CNG,10.8
Mahindra,Bolero,Petrol,25.8
Kia,Carnival,Diesel,19.0
Toyota,Glanza,Electric,27.4
Tata Motors,Punch,Electric,26.0
Hyundai,Verna,Electric,30.0
Mahindra,XUV700,Diesel,13.3
Hyundai,i10,Diesel,11.4
Hyundai,Verna,Petrol,14.6
Skoda,Slavia,Diesel,15.3
Honda,Civic,Petrol,18.5
Maruti Suzuki,Dzire,Electric,14.2
Skoda,Slavia,Petrol,11.8
Maruti Suzuki,Baleno,Petrol,28.5
Kia,Sonet,Petrol,28.6
Mahindra,Thar,Electric,25.5
Hyundai,i10,Electric,20.6
Tata Motors,Tiago,Diesel,28.6
Kia,Seltos,Petrol,20.4
Kia,EV6,Electric,26.6
Kia,Sonet,Electric,19.2
Volkswagen,Vento,Electric,20.7
Toyota,Innova,Diesel,17.8
Toyota,Innova,Petrol,24.2
Skoda,Kushaq,Electric,29.8
Tata Motors,Harrier,Diesel,24.9
Volkswagen,Vento,Electric,21.0
Hyundai,i20,Diesel,25.0
Hyundai,Creta,Petrol,16.4
Kia,Sonet,Electric,25.6
Renault,Duster,Petrol,16.7
Kia,Carnival,Diesel,21.1
Mahindra,Bolero,Petrol,28.8
Skoda,Slavia,Petrol,10.5
Mahindra,XUV700,Petrol,28.7
Tata Motors,Nexon,Petrol,21.3
Volkswagen,Vento,Electric,27.0
Honda,Jazz,Electric,21.5
Honda,Amaze,Petrol,12.3
Maruti Suzuki,Ertiga,Petrol,16.2
Mahindra,XUV700,Electric,10.6
Volkswagen,Polo,Petrol,19.6
Renault,Duster,Diesel,24.4
Tata Motors,Nexon,Electric,16.2
Skoda,Rapid,Electric,13.9
Kia,Sonet,Petrol,14.8
Honda,Jazz,Diesel,19.1
Mahindra,Thar,CNG,10.3
Honda,Civic,Electric,12.2
Maruti Suzuki,Dzire,Electric,11.3
Volkswagen,Taigun,Diesel,13.8
Renault,Kiger,CNG,22.8
Volkswagen,Polo,CNG,11.6
Hyundai,Venue,Diesel,16.1
Mahindra,Scorpio,Petrol,14.5
Tata Motors,Altroz,CNG,11.4
Tata Motors,Tiago,CNG,14.5
Tata Motors,Nexon,Diesel,19.7
Renault,Kiger,CNG,16.7
Tata Motors,Nexon,Petrol,21.1
Toyota,Urban Cruiser,Petrol,16.7
Tata Motors,Tiago,Electric,24.3
Toyota,Camry,Diesel,19.7
Toyota,Fortuner,Electric,15.1
Skoda,Rapid,Diesel,20.1
Skoda,Kushaq,Petrol,17.1
Skoda,Rapid,CNG,11.9
Maruti Suzuki,Swift,Diesel,11.1
Honda,Civic,Petrol,11.2
Honda,Amaze,Diesel,11.2
Mahindra,Bolero,CNG,26.6
Maruti Suzuki,Ertiga,CNG,18.2
Honda,Civic,Electric,22.1
Maruti Suzuki,WagonR,Diesel,16.4
Volkswagen,Virtus,CNG,25.5
Volkswagen,Tiguan,CNG,14.7
Kia,Seltos,Electric,11.1
Kia,Sonet,Diesel,21.6
Volkswagen,Taigun,Diesel,19.0
Toyota,Innova,Diesel,16.6
Volkswagen,Vento,CNG,25.0
Toyota,Glanza,Electric,24.7
Toyota,Camry,Petrol,20.9
Skoda,Slavia,Petrol,18.9
Hyundai,i10,Electric,12.6
Hyundai,Venue,Petrol,24.3
Honda,Amaze,Electric,19.2
Toyota,Urban Cruiser,CNG,25.9
Kia,Sonet,Electric,26.4
Hyundai,i10,Petrol,29.0
Toyota,Camry,Petrol,17.3
Hyundai,i10,CNG,11.7
Tata Motors,Nexon,Electric,17.0
Honda,Jazz,Electric,28.6
Hyundai,Venue,CNG,16.0
Kia,Seltos,CNG,25.1
Kia,Carnival,Petrol,25.4
Volkswagen,Taigun,Diesel,20.0
Maruti Suzuki,Dzire,CNG,16.2
Tata Motors,Punch,Diesel,18.5
Toyota,Fortuner,Diesel,10.6
Mahindra,XUV700,Diesel,23.8
Skoda,Rapid,Electric,26.5
Toyota,Fortuner,Electric,29.1
Renault,Lodgy,CNG,17.1
Volkswagen,Tiguan,Petrol,27.0
Skoda,Kushaq,CNG,22.5
Volkswagen,Taigun,Electric,26.3
Maruti Suzuki,Ertiga,Electric,26.5
Tata Motors,Harrier,Electric,12.4
Hyundai,Venue,Petrol,19.6
Mahindra,Bolero,Electric,18.2
Honda,Amaze,Diesel,28.1
Hyundai,Venue,Petrol,14.3
Toyota,Urban Cruiser,Electric,28.6
Skoda,Octavia,Electric,23.3
Honda,WR-V,Diesel,10.7
Hyundai,Verna,Petrol,13.8
Toyota,Innova,Electric,10.5
Kia,Seltos,Diesel,25.9
Mahindra,Bolero,Electric,10.4
Renault,Kwid,Diesel,11.2
Skoda,Octavia,Petrol,17.5
Mahindra,Bolero,Diesel,28.1
Skoda,Slavia,Electric,17.6
Skoda,Kushaq,Diesel,28.2
Toyota,Innova,Diesel,12.2
Tata Motors,Tiago,Petrol,20.2
Skoda,Slavia,Petrol,26.0
Renault,Duster,Petrol,11.8
Maruti Suzuki,WagonR,Diesel,26.9
Volkswagen,Taigun,Diesel,25.3
Mahindra,Scorpio,Electric,15.0
Volkswagen,Vento,CNG,18.8
Tata Motors,Altroz,CNG,15.4
Hyundai,Venue,Diesel,25.0
Maruti Suzuki,Baleno,CNG,18.4
Volkswagen,Taigun,Diesel,18.8
Hyundai,Venue,CNG,19.3
Kia,Carens,Petrol,16.0
Tata Motors,Punch,Petrol,14.1
Skoda,Kushaq,CNG,11.7
Hyundai,i10,CNG,13.6
Kia,Carnival,Petrol,10.6
Hyundai,Verna,Diesel,18.2
Hyundai,i20,CNG,22.7
Maruti Suzuki,Dzire,CNG,29.2
Renault,Kwid,Electric,28.6
Honda,Amaze,CNG,20.9
Renault,Kwid,Diesel,14.3
Kia,Carens,Electric,12.6
Kia,Seltos,Electric,14.7
Honda,WR-V,Petrol,10.8
Mahindra,XUV700,Petrol,23.2
Honda,Jazz,Electric,21.5
Renault,Kwid,CNG,26.3
Hyundai,Creta,CNG,16.0
Maruti Suzuki,Swift,CNG,12.3
Renault,Triber,Electric,13.7
Kia,Sonet,Diesel,17.3
Skoda,Kushaq,Diesel,11.5
Skoda,Superb,Diesel,26.9
Skoda,Superb,Electric,26.4
Tata Motors,Altroz,CNG,19.3
Kia,EV6,Electric,10.8
Mahindra,XUV700,Electric,10.8
Maruti Suzuki,Swift,Electric,25.7
Hyundai,i20,Electric,22.2
Renault,Triber,Diesel,14.7
Toyota,Urban Cruiser,Electric,26.0
Maruti Suzuki,Ertiga,Electric,23.2
Maruti Suzuki,Baleno,Electric,20.6
Kia,Carnival,Diesel,18.3
Renault,Duster,Petrol,19.6
Mahindra,Thar,CNG,21.0
Hyundai,Verna,Petrol,15.9
Kia,Carnival,Electric,23.4
Renault,Triber,Electric,26.8
Renault,Kiger,Petrol,17.2
Renault,Duster,Diesel,17.5
Skoda,Superb,CNG,25.8
Skoda,Slavia,Diesel,15.9
Tata Motors,Punch,Diesel,10.3
Skoda,Rapid,Diesel,24.2
Maruti Suzuki,Dzire,Diesel,14.4
Maruti Suzuki,Baleno,Petrol,19.8
Toyota,Innova,CNG,28.7
Toyota,Glanza,Petrol,16.6
Maruti Suzuki,WagonR,Petrol,11.0
Maruti Suzuki,Swift,Diesel,18.0
Maruti Suzuki,Baleno,Electric,13.3
Toyota,Fortuner,CNG,29.4
Kia,Carnival,CNG,16.1
Toyota,Camry,Diesel,21.5
Maruti Suzuki,WagonR,CNG,21.1
Tata Motors,Altroz,CNG,16.2
Mahindra,Thar,Electric,22.3
Skoda,Superb,Diesel,22.2
Mahindra,Thar,CNG,20.6
Honda,Amaze,CNG,11.5
Volkswagen,Tiguan,Diesel,28.6
Skoda,Octavia,Electric,14.2
Mahindra,Scorpio,CNG,22.0
Hyundai,Venue,CNG,17.4
Maruti Suzuki,Baleno,CNG,28.6
Mahindra,Scorpio,CNG,28.8
Hyundai,Creta,CNG,19.1
Maruti Suzuki,WagonR,Diesel,28.1
Toyota,Glanza,Diesel,10.9
Maruti Suzuki,Swift,Petrol,12.1
Hyundai,Venue,Diesel,22.1
Tata Motors,Nexon,CNG,19.0
Tata Motors,Harrier,Diesel,17.8
Kia,EV6,Electric,14.5
Volkswagen,Taigun,Petrol,17.5
Hyundai,i20,Electric,12.5
Skoda,Rapid,CNG,14.8
Mahindra,Scorpio,Electric,11.1
Skoda,Octavia,Electric,29.6
Maruti Suzuki,Ertiga,Electric,10.6
Volkswagen,Taigun,CNG,12.0
Volkswagen,Virtus,Diesel,24.0
Renault,Duster,CNG,26.1
Mahindra,Thar,Petrol,11.2
Toyota,Urban Cruiser,Diesel,10.3
Tata Motors,Punch,CNG,13.0
Skoda,Superb,Electric,23.2
Toyota,Fortuner,Electric,15.6
Maruti Suzuki,Ertiga,Electric,27.6
Skoda,Octavia,CNG,12.3
Hyundai,Venue,Petrol,24.2
Tata Motors,Altroz,Petrol,27.7
Tata Motors,Harrier,Petrol,16.8
Honda,Jazz,Petrol,29.0
Tata Motors,Nexon,CNG,25.7
Volkswagen,Virtus,Petrol,26.2
Hyundai,i20,CNG,11.7
Skoda,Slavia,Diesel,29.8
Volkswagen,Virtus,Diesel,27.4
Hyundai,i10,CNG,13.8
Honda,WR-V,Electric,27.4
Hyundai,i10,Diesel,13.7
Maruti Suzuki,Baleno,Petrol,16.7
Toyota,Glanza,Diesel,22.7
Maruti Suzuki,Dzire,CNG,19.5
Toyota,Innova,Electric,24.4
Honda,Jazz,Electric,28.3
Hyundai,Venue,Diesel,24.0
Toyota,Innova,Electric,23.7
Honda,Civic,Electric,21.9
Skoda,Slavia,Petrol,27.2
Tata Motors,Tiago,CNG,20.3
Skoda,Rapid,Petrol,27.4
Honda,Jazz,Electric,14.7
Kia,Seltos,Electric,19.0
Hyundai,Verna,Electric,24.4
Tata Motors,Nexon,Electric,28.4
Tata Motors,Nexon,Diesel,29.2
Honda,Jazz,Petrol,10.9
Hyundai,Verna,Electric,19.3
Hyundai,Creta,Electric,29.8
Toyota,Innova,CNG,27.0
Skoda,Octavia,Electric,29.4
Honda,Amaze,Electric,26.2
Toyota,Camry,Petrol,16.1
Kia,EV6,CNG,22.6
Tata Motors,Harrier,Diesel,15.5
Honda,City,CNG,10.4
Mahindra,XUV700,CNG,20.9
Maruti Suzuki,Ertiga,Petrol,29.6
Toyota,Innova,CNG,17.4
Kia,Carnival,Electric,24.1
Kia,EV6,Petrol,29.3
Renault,Lodgy,Diesel,18.2
Renault,Duster,Diesel,17.5
Mahindra,XUV300,Petrol,14.0
Skoda,Octavia,Petrol,28.2
Skoda,Superb,CNG,14.1
Toyota,Innova,Diesel,13.3
Skoda,Kushaq,Diesel,18.6
Mahindra,XUV700,CNG,27.6
Mahindra,Bolero,Electric,24.1
Tata Motors,Nexon,CNG,21.4
Renault,Duster,Petrol,28.8
Skoda,Kushaq,CNG,18.0
Honda,Amaze,CNG,14.9
Mahindra,Bolero,Electric,17.8
Tata Motors,Harrier,Petrol,16.6
Tata Motors,Punch,CNG,17.7
Volkswagen,Virtus,Electric,17.7
Skoda,Rapid,Electric,22.0
Mahindra,Thar,Diesel,21.8
Tata Motors,Harrier,Diesel,20.8
Volkswagen,Virtus,Electric,10.7
Mahindra,XUV300,Petrol,14.9
Hyundai,i20,Diesel,12.7
Hyundai,i20,CNG,17.4
Mahindra,Thar,Diesel,10.4
Tata Motors,Punch,Diesel,23.0
Toyota,Glanza,CNG,28.2
Volkswagen,Vento,Electric,10.3
